shoe_type,variable,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
glycerin,x,20,0.0021024,0.0086606,0.01661,0.02567,0.035665,0.047736,0.061418,0.075577,0.08934,0.10318,0.11744,0.13243,0.14999,0.16969,0.1874,0.19965,0.20865,0.21514,0.2174,0.21571,0.21011,0.20173,0.19207,0.1797,0.16484,0.14977,0.13572,0.12135,0.10593,0.088842,0.069878,0.045673,0.015497,-0.019915,-0.061497,-0.10665,-0.15217,-0.19753,-0.24532,-0.29564,-0.34837,-0.40347,-0.46177,-0.52249,-0.58358,-0.64338,-0.70118,-0.75668,-0.80934,-0.85985,-0.90875,-0.95661,-1.0032,-1.0484,-1.0923,-1.1357,-1.1793,-1.223,-1.2664,-1.3085,-1.3489,-1.3875,-1.4244,-1.4596,-1.493,-1.5248,-1.5555,-1.5855,-1.6148,-1.6435,-1.6718,-1.7,-1.7282,-1.756,-1.7832,-1.8102,-1.8375,-1.865,-1.8918,-1.917,-1.9409,-1.964,-1.9861,-2.0065,-2.0246,-2.0406,-2.0547,-2.0677,-2.0801,-2.0921,-2.1039,-2.1158,-2.1275,-2.1392,-2.1509,-2.1625,-2.1742,-2.1855,-2.1963,-2.2059,-2.214,-2.2208,-2.2269,-2.2328,-2.2385,-2.244,-2.2487,-2.2526,-2.2555,-2.2576,-2.2588,-2.2591,-2.2583,-2.2562,-2.2529,-2.2488,-2.2435,-2.2372,-2.2294,-2.2196,-2.2072,-2.1929,-2.1771,-2.1598,-2.1412,-2.1217,-2.1013,-2.0802,-2.0582,-2.0351,-2.0108,-1.9856,-1.96,-1.9339,-1.9072,-1.8793,-1.8503,-1.8203,-1.7896,-1.7581,-1.7261,-1.6936,-1.6607,-1.6271,-1.5928,-1.558,-1.5227,-1.4871,-1.4514,-1.4154,-1.3793,-1.343,-1.3064,-1.2695,-1.2321,-1.1945,-1.1566,-1.1187,-1.0807,-1.0427,-1.005,-0.96756,-0.93024,-0.89297,-0.85582,-0.81904,-0.78298,-0.74774,-0.71291,-0.67838,-0.64451,-0.61169,-0.57986,-0.54887,-0.51908,-0.49074,-0.46392,-0.43829,-0.41353,-0.38911,-0.36517,-0.34218,-0.32071,-0.30093,-0.28211,-0.26326,-0.24346,-0.22292,-0.20278,-0.18421,-0.16726,-0.15127,-0.13625,-0.12222,-0.10894,-0.096471,-0.085055,-0.074717,-0.065048,-0.056148,-0.048163
glycerin,x,21,-0.011898,-0.010323,-0.0074945,-0.0038691,0.0011054,0.0083913,0.017082,0.026988,0.039326,0.053422,0.068808,0.086724,0.10658,0.12754,0.15047,0.17383,0.19537,0.21654,0.23606,0.25082,0.26257,0.27248,0.27824,0.27937,0.27813,0.27584,0.27129,0.2628,0.2515,0.23748,0.21986,0.19996,0.17932,0.15711,0.13307,0.10639,0.075918,0.04201,0.0054084,-0.034459,-0.076563,-0.12005,-0.16351,-0.20728,-0.25296,-0.30147,-0.35157,-0.40191,-0.45412,-0.50885,-0.56416,-0.61877,-0.6734,-0.72714,-0.77909,-0.82848,-0.87613,-0.92353,-0.97093,-1.0176,-1.0634,-1.109,-1.154,-1.1974,-1.2394,-1.2801,-1.3196,-1.3578,-1.3945,-1.4298,-1.4631,-1.4953,-1.5278,-1.5615,-1.5961,-1.6314,-1.6676,-1.7046,-1.7413,-1.7772,-1.8123,-1.8457,-1.877,-1.9067,-1.9352,-1.9624,-1.9881,-2.0131,-2.0374,-2.0599,-2.0809,-2.1012,-2.1217,-2.1424,-2.1632,-2.1849,-2.2072,-2.2283,-2.2477,-2.2653,-2.2812,-2.2948,-2.3065,-2.3168,-2.3263,-2.3349,-2.3422,-2.3485,-2.3542,-2.3589,-2.3622,-2.364,-2.3646,-2.3646,-2.3624,-2.3584,-2.3536,-2.3471,-2.3391,-2.329,-2.3163,-2.302,-2.2871,-2.2714,-2.2548,-2.2372,-2.2184,-2.1984,-2.1773,-2.1548,-2.1308,-2.1062,-2.0813,-2.0559,-2.0296,-2.0023,-1.9736,-1.9433,-1.9114,-1.8775,-1.8424,-1.8069,-1.7704,-1.7329,-1.6945,-1.6551,-1.6149,-1.5744,-1.5342,-1.4941,-1.4543,-1.4146,-1.375,-1.3351,-1.2947,-1.2539,-1.2131,-1.1721,-1.1307,-1.0891,-1.0475,-1.0061,-0.96513,-0.92493,-0.88543,-0.84662,-0.80852,-0.77109,-0.73432,-0.69814,-0.66255,-0.62752,-0.59305,-0.55901,-0.52576,-0.49388,-0.46336,-0.43408,-0.40604,-0.37901,-0.35295,-0.32819,-0.30502,-0.2831,-0.26182,-0.24066,-0.21988,-0.19991,-0.18088,-0.16236,-0.14486,-0.12882,-0.11376,-0.10032,-0.089271,-0.079972,-0.071681,-0.063855,-0.056348,-0.049267,-0.042708
glycerin,x,22,-0.096599,-0.1411,-0.19159,-0.24708,-0.30782,-0.37988,-0.4569,-0.5299,-0.59803,-0.66505,-0.72302,-0.76608,-0.80411,-0.83641,-0.8564,-0.86168,-0.85943,-0.85494,-0.8527,-0.85527,-0.86328,-0.87677,-0.90165,-0.95261,-1.0199,-1.0888,-1.1556,-1.2248,-1.2919,-1.3541,-1.4131,-1.4695,-1.5224,-1.5712,-1.6161,-1.6574,-1.696,-1.7322,-1.7665,-1.8001,-1.8343,-1.8691,-1.9045,-1.9405,-1.9768,-2.0133,-2.0492,-2.0836,-2.1166,-2.1488,-2.18,-2.2103,-2.2396,-2.2679,-2.295,-2.321,-2.3459,-2.3695,-2.3916,-2.4124,-2.4318,-2.4496,-2.4657,-2.4807,-2.4951,-2.5099,-2.5249,-2.5401,-2.555,-2.5694,-2.5833,-2.5968,-2.61,-2.6232,-2.6367,-2.6506,-2.6647,-2.6792,-2.6937,-2.7069,-2.7187,-2.7297,-2.7395,-2.7471,-2.7527,-2.7567,-2.7584,-2.7584,-2.7572,-2.7552,-2.7532,-2.7513,-2.7495,-2.7476,-2.745,-2.7415,-2.7378,-2.7342,-2.73,-2.725,-2.7194,-2.7131,-2.7058,-2.697,-2.6864,-2.6746,-2.662,-2.6486,-2.6335,-2.6165,-2.5984,-2.5799,-2.561,-2.5414,-2.5208,-2.4994,-2.4773,-2.4548,-2.4314,-2.4072,-2.3821,-2.3567,-2.331,-2.3046,-2.2769,-2.2475,-2.2167,-2.1849,-2.1527,-2.1196,-2.0853,-2.0497,-2.0128,-1.975,-1.9371,-1.8995,-1.862,-1.824,-1.7852,-1.7453,-1.7044,-1.6631,-1.6221,-1.5817,-1.5415,-1.501,-1.4599,-1.4181,-1.3758,-1.3332,-1.2906,-1.2479,-1.2054,-1.1629,-1.1204,-1.0781,-1.0363,-0.99517,-0.95451,-0.91439,-0.87499,-0.8363,-0.79809,-0.76011,-0.72249,-0.68525,-0.6488,-0.61363,-0.58023,-0.54838,-0.51785,-0.48842,-0.45986,-0.43213,-0.40539,-0.37978,-0.35502,-0.33122,-0.30867,-0.28753,-0.26741,-0.24809,-0.22959,-0.21197,-0.19529,-0.17969,-0.1653,-0.15181,-0.13908,-0.12711,-0.11578,-0.10498,-0.09503,-0.086229,-0.078047,-0.070374,-0.063567,-0.057761,-0.052295,-0.047296,-0.043011
glycerin,x,24,0.046576,0.059865,0.073409,0.087169,0.10157,0.11702,0.13153,0.14341,0.15445,0.16381,0.16963,0.17314,0.17573,0.17692,0.17474,0.16706,0.1552,0.13662,0.099796,0.050195,-0.0030055,-0.069774,-0.14994,-0.22662,-0.29743,-0.3668,-0.41725,-0.43869,-0.45106,-0.45834,-0.46062,-0.45957,-0.46424,-0.47896,-0.5105,-0.55866,-0.61428,-0.67405,-0.73976,-0.80522,-0.865,-0.92075,-0.97248,-1.0193,-1.0623,-1.1038,-1.1457,-1.1884,-1.2316,-1.2758,-1.3214,-1.3675,-1.4124,-1.4554,-1.497,-1.5374,-1.5761,-1.6133,-1.65,-1.6874,-1.7259,-1.7648,-1.8035,-1.8414,-1.8781,-1.9126,-1.9447,-1.9747,-2.0028,-2.0293,-2.0546,-2.0793,-2.1043,-2.1297,-2.155,-2.1801,-2.2052,-2.2302,-2.2544,-2.2771,-2.2988,-2.3197,-2.34,-2.3593,-2.3774,-2.3946,-2.4112,-2.427,-2.442,-2.4561,-2.4693,-2.4814,-2.4926,-2.5033,-2.5133,-2.5223,-2.5299,-2.5358,-2.5399,-2.5424,-2.544,-2.5445,-2.5437,-2.5417,-2.5387,-2.5347,-2.5289,-2.5212,-2.5118,-2.5013,-2.4895,-2.4766,-2.4628,-2.4476,-2.4311,-2.4131,-2.3939,-2.3738,-2.3532,-2.3321,-2.3102,-2.2874,-2.2637,-2.2392,-2.2138,-2.1873,-2.1593,-2.13,-2.0996,-2.0679,-2.0352,-2.0015,-1.9671,-1.9319,-1.8958,-1.8585,-1.8204,-1.7815,-1.7421,-1.7022,-1.662,-1.6215,-1.5808,-1.5397,-1.4981,-1.4566,-1.4151,-1.3736,-1.332,-1.2904,-1.2488,-1.2072,-1.1655,-1.1243,-1.0837,-1.0435,-1.0035,-0.96415,-0.9255,-0.88736,-0.84958,-0.81217,-0.77527,-0.7391,-0.70379,-0.6694,-0.6359,-0.60321,-0.57111,-0.5397,-0.50936,-0.48042,-0.45259,-0.42555,-0.39906,-0.37315,-0.34828,-0.32488,-0.30286,-0.28171,-0.2611,-0.24081,-0.22106,-0.20242,-0.18524,-0.16895,-0.15387,-0.14046,-0.12867,-0.11795,-0.10783,-0.098093,-0.088823,-0.07996,-0.071332,-0.062714,-0.054803,-0.048329,-0.042729,-0.037848,-0.033929
glycerin,x,25,0.0059654,0.010942,0.01662,0.022851,0.029573,0.037569,0.046322,0.05488,0.062731,0.070564,0.078147,0.085193,0.091133,0.095047,0.095918,0.092217,0.078115,0.055401,0.028004,-0.0062249,-0.057971,-0.11966,-0.18384,-0.25624,-0.33516,-0.40784,-0.46963,-0.53063,-0.5852,-0.6255,-0.65018,-0.66658,-0.67721,-0.69066,-0.71567,-0.75313,-0.7968,-0.84337,-0.9006,-0.96709,-1.0402,-1.1159,-1.1929,-1.2673,-1.3377,-1.4033,-1.4647,-1.5233,-1.58,-1.6343,-1.6862,-1.7362,-1.7844,-1.8306,-1.8745,-1.9155,-1.9538,-1.9903,-2.0261,-2.0621,-2.0983,-2.1342,-2.1698,-2.2057,-2.2419,-2.2775,-2.312,-2.3458,-2.3787,-2.4096,-2.4379,-2.464,-2.4889,-2.513,-2.5363,-2.5585,-2.5801,-2.6019,-2.6242,-2.6466,-2.6688,-2.6912,-2.7142,-2.7369,-2.7579,-2.7769,-2.7943,-2.8103,-2.8248,-2.838,-2.8501,-2.8616,-2.8733,-2.8852,-2.8965,-2.906,-2.9146,-2.9218,-2.9271,-2.9302,-2.932,-2.9323,-2.9311,-2.9269,-2.9199,-2.9118,-2.9037,-2.8947,-2.8854,-2.876,-2.8668,-2.8573,-2.8474,-2.8368,-2.8255,-2.8135,-2.8006,-2.7866,-2.7714,-2.7549,-2.7371,-2.7182,-2.698,-2.6768,-2.6544,-2.6307,-2.6058,-2.5798,-2.5527,-2.5244,-2.4953,-2.4659,-2.4361,-2.4054,-2.3735,-2.3403,-2.3058,-2.2704,-2.2343,-2.1977,-2.1603,-2.122,-2.0826,-2.0419,-2.0002,-1.958,-1.9156,-1.8731,-1.8302,-1.7869,-1.7432,-1.6991,-1.6544,-1.6088,-1.562,-1.5141,-1.4657,-1.4173,-1.369,-1.3208,-1.2725,-1.2241,-1.1755,-1.127,-1.0786,-1.0301,-0.98159,-0.93372,-0.88693,-0.84124,-0.79684,-0.75391,-0.71216,-0.6715,-0.63216,-0.59424,-0.55742,-0.52184,-0.48797,-0.45615,-0.42618,-0.3975,-0.3696,-0.34211,-0.31538,-0.2898,-0.26556,-0.24213,-0.21979,-0.19903,-0.17991,-0.1621,-0.14559,-0.13039,-0.11602,-0.10256,-0.090339,-0.079523,-0.06955,-0.060521,-0.052638
glycerin,x,26,0.0087317,0.016912,0.026632,0.037478,0.050205,0.065126,0.080274,0.094149,0.10761,0.12217,0.13956,0.15988,0.18056,0.20048,0.22117,0.23839,0.24917,0.25765,0.2628,0.26356,0.25957,0.2519,0.24259,0.2311,0.21781,0.20342,0.18591,0.16495,0.14284,0.11982,0.093686,0.066675,0.040787,0.01672,-0.0052632,-0.027127,-0.04899,-0.071226,-0.095321,-0.125,-0.16058,-0.20099,-0.24963,-0.30534,-0.36355,-0.4205,-0.47542,-0.52936,-0.57982,-0.62404,-0.66362,-0.70133,-0.73967,-0.77875,-0.81916,-0.86085,-0.90362,-0.94635,-0.98838,-1.0292,-1.068,-1.1049,-1.1405,-1.1761,-1.2117,-1.247,-1.2817,-1.316,-1.3503,-1.3838,-1.4156,-1.4461,-1.4757,-1.5045,-1.5325,-1.5601,-1.5878,-1.6153,-1.6421,-1.6679,-1.6929,-1.7173,-1.7411,-1.7644,-1.7869,-1.8085,-1.829,-1.8487,-1.8677,-1.8864,-1.9046,-1.9216,-1.9372,-1.9517,-1.9656,-1.9795,-1.993,-2.0053,-2.0164,-2.0268,-2.0364,-2.0452,-2.0533,-2.0606,-2.0671,-2.0733,-2.0794,-2.0856,-2.0914,-2.0958,-2.0982,-2.0993,-2.0988,-2.0964,-2.0921,-2.0871,-2.0818,-2.0755,-2.0679,-2.0584,-2.0461,-2.0323,-2.0181,-2.0037,-1.9884,-1.9714,-1.9521,-1.9311,-1.9094,-1.8872,-1.8646,-1.8416,-1.818,-1.7938,-1.7688,-1.7427,-1.7156,-1.6876,-1.6591,-1.6296,-1.5992,-1.5679,-1.5356,-1.502,-1.4669,-1.4308,-1.3945,-1.3583,-1.3221,-1.2856,-1.2485,-1.2107,-1.1726,-1.1344,-1.0959,-1.057,-1.0182,-0.98007,-0.94226,-0.90434,-0.86685,-0.83032,-0.79477,-0.75941,-0.72388,-0.68845,-0.65374,-0.61977,-0.58688,-0.55546,-0.52551,-0.49674,-0.46897,-0.44211,-0.41601,-0.3905,-0.36549,-0.34107,-0.31771,-0.29567,-0.27486,-0.25527,-0.23671,-0.21875,-0.20161,-0.1856,-0.17084,-0.15719,-0.14444,-0.13222,-0.12019,-0.10811,-0.095858,-0.083926,-0.073014,-0.062603,-0.053036,-0.0453,-0.038939,-0.03352,-0.02942
glycerin,x,27,-0.007807,-0.0083509,-0.0081268,-0.0073585,-0.0062372,-0.0036411,0.00079216,0.006226,0.011873,0.017839,0.024843,0.033216,0.04375,0.058583,0.076515,0.094396,0.1107,0.12669,0.14125,0.15122,0.15569,0.15532,0.15061,0.14244,0.12709,0.097336,0.052371,-0.0023223,-0.063585,-0.12856,-0.19245,-0.25311,-0.3097,-0.35919,-0.39837,-0.42872,-0.45443,-0.47767,-0.49949,-0.52242,-0.55185,-0.59098,-0.63952,-0.69788,-0.76641,-0.84091,-0.91763,-0.99477,-1.0725,-1.1474,-1.2178,-1.2823,-1.3423,-1.3992,-1.4551,-1.51,-1.564,-1.617,-1.6698,-1.7233,-1.7773,-1.831,-1.8833,-1.934,-1.9831,-2.0308,-2.0771,-2.1224,-2.1668,-2.2097,-2.2501,-2.2876,-2.3231,-2.3577,-2.3923,-2.4269,-2.4618,-2.4971,-2.5331,-2.5693,-2.6045,-2.6379,-2.6698,-2.7005,-2.7301,-2.7588,-2.7868,-2.8135,-2.8385,-2.8613,-2.8825,-2.9021,-2.9203,-2.9376,-2.9538,-2.9686,-2.9818,-2.9937,-3.0047,-3.0148,-3.0236,-3.0317,-3.0394,-3.0459,-3.0503,-3.053,-3.0544,-3.0546,-3.0534,-3.0513,-3.0478,-3.0432,-3.0374,-3.0297,-3.0205,-3.0102,-2.9985,-2.9846,-2.9683,-2.95,-2.9298,-2.9072,-2.8826,-2.8563,-2.8285,-2.7993,-2.7688,-2.7372,-2.7047,-2.6714,-2.6375,-2.6026,-2.5666,-2.5292,-2.4905,-2.4505,-2.4093,-2.3671,-2.3241,-2.2805,-2.2363,-2.1919,-2.1471,-2.1018,-2.0558,-2.0088,-1.9608,-1.9118,-1.8618,-1.8109,-1.7593,-1.7071,-1.6544,-1.6018,-1.5497,-1.4981,-1.4469,-1.3959,-1.3452,-1.2949,-1.2452,-1.1962,-1.1481,-1.1004,-1.0527,-1.0051,-0.9578,-0.91101,-0.8652,-0.82074,-0.77788,-0.7365,-0.69651,-0.65812,-0.62149,-0.58678,-0.55357,-0.52133,-0.48969,-0.45867,-0.4286,-0.39972,-0.3719,-0.34505,-0.31951,-0.29559,-0.27315,-0.25194,-0.23177,-0.2124,-0.19374,-0.17595,-0.15923,-0.14355,-0.12873,-0.11486,-0.10206,-0.090119,-0.078867,-0.068403,-0.058833
glycerin,x,28,0.012614,0.018145,0.023891,0.029728,0.035805,0.042999,0.049982,0.055175,0.052853,0.039842,0.019425,-0.0084202,-0.060268,-0.12314,-0.18454,-0.25839,-0.33789,-0.39865,-0.4416,-0.47315,-0.48631,-0.48911,-0.49592,-0.50459,-0.51282,-0.52224,-0.54893,-0.59077,-0.64663,-0.70957,-0.77475,-0.84272,-0.91656,-0.99066,-1.0581,-1.1195,-1.1769,-1.2321,-1.2848,-1.3337,-1.3779,-1.419,-1.4599,-1.5023,-1.5463,-1.5908,-1.6357,-1.6814,-1.7276,-1.7727,-1.8163,-1.8583,-1.8983,-1.9349,-1.9679,-1.998,-2.0259,-2.0522,-2.0771,-2.1009,-2.1237,-2.1458,-2.1669,-2.1864,-2.2038,-2.2196,-2.2344,-2.2487,-2.2627,-2.2763,-2.2896,-2.3027,-2.3155,-2.3276,-2.339,-2.3496,-2.3592,-2.3679,-2.3761,-2.3838,-2.3908,-2.3968,-2.4023,-2.4079,-2.4141,-2.4208,-2.4278,-2.4343,-2.4408,-2.4471,-2.4525,-2.457,-2.4607,-2.464,-2.4667,-2.4692,-2.4703,-2.4697,-2.4679,-2.4657,-2.4632,-2.4607,-2.4575,-2.4535,-2.4484,-2.4421,-2.435,-2.4268,-2.4175,-2.4069,-2.3951,-2.3814,-2.3658,-2.3492,-2.3319,-2.314,-2.2955,-2.2761,-2.2553,-2.2334,-2.2115,-2.19,-2.1688,-2.1473,-2.1252,-2.1024,-2.0788,-2.0542,-2.0289,-2.0028,-1.976,-1.9483,-1.9195,-1.8894,-1.8584,-1.8267,-1.7945,-1.7612,-1.7264,-1.6898,-1.6519,-1.6133,-1.5743,-1.5351,-1.4962,-1.4575,-1.4191,-1.3809,-1.3428,-1.3043,-1.265,-1.2246,-1.1834,-1.1419,-1.1008,-1.0599,-1.019,-0.97798,-0.93745,-0.89787,-0.85909,-0.82065,-0.78222,-0.74407,-0.70669,-0.67019,-0.63469,-0.60022,-0.56702,-0.53511,-0.50415,-0.47402,-0.44502,-0.41735,-0.39098,-0.36569,-0.3416,-0.31874,-0.29719,-0.2769,-0.25781,-0.23963,-0.2221,-0.2048,-0.18755,-0.17062,-0.15452,-0.13925,-0.12458,-0.11104,-0.099233,-0.088771,-0.079284,-0.070705,-0.062972,-0.055891,-0.049341,-0.043215,-0.037435,-0.032034,-0.027068
glycerin,x,29,0.014436,0.02024,0.027626,0.036208,0.046492,0.058851,0.072294,0.086508,0.10187,0.11846,0.13676,0.15705,0.17899,0.2033,0.23024,0.25583,0.27782,0.29788,0.31457,0.32767,0.33782,0.34287,0.34409,0.34153,0.33517,0.32147,0.29749,0.2669,0.2337,0.19969,0.16566,0.13312,0.10242,0.072739,0.04373,0.015373,-0.013228,-0.04518,-0.085146,-0.13487,-0.19199,-0.25364,-0.32137,-0.39082,-0.4537,-0.50948,-0.5614,-0.61067,-0.65708,-0.70195,-0.74821,-0.79701,-0.84686,-0.89605,-0.94413,-0.99117,-1.0367,-1.0809,-1.1241,-1.1664,-1.2079,-1.248,-1.286,-1.3217,-1.3559,-1.3892,-1.4218,-1.4532,-1.4836,-1.513,-1.5417,-1.5705,-1.5997,-1.629,-1.6575,-1.6849,-1.7113,-1.7374,-1.7636,-1.7903,-1.8176,-1.8454,-1.8734,-1.9008,-1.9274,-1.9533,-1.9782,-2.002,-2.0244,-2.0453,-2.065,-2.084,-2.1027,-2.1209,-2.1383,-2.1549,-2.1709,-2.1865,-2.2019,-2.217,-2.2317,-2.2461,-2.2603,-2.2739,-2.286,-2.2962,-2.3045,-2.3113,-2.3173,-2.3218,-2.3251,-2.3278,-2.3301,-2.3322,-2.3339,-2.3342,-2.3328,-2.3296,-2.3251,-2.319,-2.3114,-2.3024,-2.2916,-2.2792,-2.2654,-2.2499,-2.2328,-2.2145,-2.1952,-2.1754,-2.1547,-2.1327,-2.1093,-2.0845,-2.0585,-2.0315,-2.0035,-1.974,-1.9436,-1.9126,-1.8808,-1.8479,-1.814,-1.7786,-1.7419,-1.7039,-1.6646,-1.625,-1.5855,-1.546,-1.5062,-1.4659,-1.4247,-1.3827,-1.3403,-1.2977,-1.2552,-1.2125,-1.1695,-1.1262,-1.0825,-1.0388,-0.99569,-0.9534,-0.91162,-0.87029,-0.82959,-0.7895,-0.74969,-0.71019,-0.67136,-0.63378,-0.59765,-0.56299,-0.52989,-0.49847,-0.46833,-0.43888,-0.41007,-0.3822,-0.35555,-0.33045,-0.30729,-0.28579,-0.26541,-0.24574,-0.22676,-0.20882,-0.19194,-0.17584,-0.16011,-0.14458,-0.1292,-0.11419,-0.10026,-0.087221,-0.075158,-0.064753,-0.055674,-0.04762,-0.040846
glycerin,x,30,-0.012788,-0.0080785,-0.0021764,0.0045918,0.012481,0.021999,0.032473,0.043496,0.055704,0.0689,0.08274,0.097027,0.11238,0.12967,0.15014,0.17291,0.19649,0.22277,0.25218,0.27617,0.29026,0.30004,0.30336,0.29857,0.28171,0.25674,0.22983,0.19867,0.16321,0.12752,0.091804,0.05546,0.019166,-0.017019,-0.052459,-0.088112,-0.12568,-0.16785,-0.2163,-0.27081,-0.33165,-0.39855,-0.46993,-0.54289,-0.61498,-0.68478,-0.75216,-0.81803,-0.8806,-0.9384,-0.99235,-1.0436,-1.0929,-1.1401,-1.1855,-1.2307,-1.2769,-1.325,-1.3744,-1.4242,-1.4734,-1.5219,-1.5693,-1.6158,-1.661,-1.7039,-1.7444,-1.7829,-1.8201,-1.8561,-1.8909,-1.9245,-1.9572,-1.9888,-2.0191,-2.0481,-2.0761,-2.1032,-2.1294,-2.1549,-2.1803,-2.2054,-2.2295,-2.2525,-2.2747,-2.2966,-2.3179,-2.3377,-2.3556,-2.3723,-2.3878,-2.4022,-2.4155,-2.4277,-2.4386,-2.4484,-2.4575,-2.4667,-2.4759,-2.4838,-2.4895,-2.4933,-2.4964,-2.4975,-2.4965,-2.4938,-2.4895,-2.4836,-2.4765,-2.4685,-2.4594,-2.4476,-2.4338,-2.419,-2.4029,-2.3854,-2.3671,-2.3478,-2.3276,-2.3065,-2.2844,-2.261,-2.2364,-2.2104,-2.1832,-2.1552,-2.1264,-2.0964,-2.0652,-2.0328,-1.9993,-1.9649,-1.9299,-1.8941,-1.8576,-1.8208,-1.7838,-1.7465,-1.7087,-1.6704,-1.6315,-1.592,-1.5518,-1.511,-1.4699,-1.429,-1.3884,-1.3481,-1.3082,-1.2684,-1.2285,-1.1884,-1.1481,-1.1081,-1.0685,-1.0298,-0.99173,-0.95433,-0.91758,-0.88141,-0.8459,-0.81114,-0.77716,-0.74377,-0.71101,-0.67892,-0.64769,-0.61749,-0.58843,-0.56026,-0.53257,-0.50502,-0.47767,-0.45098,-0.42558,-0.40161,-0.37882,-0.35701,-0.33591,-0.31517,-0.2949,-0.27541,-0.25698,-0.23935,-0.22225,-0.20551,-0.18928,-0.17361,-0.15835,-0.14337,-0.12915,-0.11602,-0.10368,-0.092401,-0.082409,-0.073295,-0.065069,-0.057802,-0.051137,-0.045055,-0.039728
glycerin,x,31,-0.026219,-0.024076,-0.021326,-0.018197,-0.013916,-0.0083547,-0.0021161,0.005083,0.013425,0.022875,0.03389,0.046712,0.06177,0.078982,0.097255,0.11634,0.13715,0.15834,0.17822,0.19755,0.21437,0.22573,0.23327,0.23874,0.23975,0.23507,0.22651,0.21208,0.18706,0.15354,0.10929,0.053054,-0.0061051,-0.066365,-0.12568,-0.17593,-0.21723,-0.25115,-0.27761,-0.29759,-0.31488,-0.33485,-0.36181,-0.39606,-0.43848,-0.48929,-0.54692,-0.61061,-0.67593,-0.74093,-0.80323,-0.85825,-0.90692,-0.95075,-0.98997,-1.0255,-1.0588,-1.0912,-1.1233,-1.1561,-1.1905,-1.2266,-1.264,-1.3014,-1.3379,-1.3723,-1.4043,-1.4342,-1.4629,-1.4915,-1.5205,-1.5496,-1.5785,-1.6074,-1.6359,-1.6632,-1.6896,-1.7152,-1.7399,-1.7641,-1.7886,-1.8138,-1.8393,-1.8647,-1.8899,-1.915,-1.9391,-1.9617,-1.9832,-2.0037,-2.0229,-2.0403,-2.0561,-2.0708,-2.0847,-2.0979,-2.1107,-2.1233,-2.136,-2.1489,-2.1622,-2.1752,-2.187,-2.1979,-2.2074,-2.2152,-2.2216,-2.2261,-2.2286,-2.2295,-2.2287,-2.2277,-2.2269,-2.2259,-2.2241,-2.2213,-2.2176,-2.2132,-2.2078,-2.2008,-2.1921,-2.1812,-2.1687,-2.1552,-2.1398,-2.123,-2.1052,-2.0859,-2.0659,-2.0457,-2.0248,-2.0033,-1.9813,-1.9585,-1.9344,-1.9085,-1.8813,-1.8535,-1.825,-1.7957,-1.7658,-1.7356,-1.7048,-1.6728,-1.6393,-1.605,-1.5703,-1.5353,-1.4998,-1.4639,-1.4279,-1.3915,-1.3543,-1.3161,-1.2772,-1.2378,-1.198,-1.1583,-1.119,-1.0799,-1.0404,-1.0008,-0.96164,-0.92362,-0.88646,-0.84931,-0.81168,-0.77397,-0.73695,-0.70082,-0.66527,-0.6301,-0.59541,-0.56118,-0.52723,-0.49341,-0.46056,-0.42948,-0.40011,-0.3722,-0.34544,-0.31958,-0.29461,-0.27043,-0.24713,-0.22541,-0.20547,-0.18668,-0.16908,-0.15311,-0.13875,-0.12502,-0.11096,-0.096756,-0.083453,-0.071544,-0.06051,-0.050736,-0.042207,-0.03451,-0.027895
